WhatsApp_Ptt_2025-10-22_at_15.48.56_023|streets of rage que fue espectacular|streets of rage que fue espectacular
WhatsApp_Ptt_2025-10-22_at_15.48.56_024|y es corto a pesar de todo esto que te estoy diciendo.|y es corto a pesar de todo esto que te estoy diciendo.
WhatsApp_Ptt_2025-10-22_at_15.48.56_025|fotos de tus niños a ver si los veo crecer yo te mando de mí de mi sobrina ahora te puedo mandar|fotos de tus niños a ver si los veo crecer yo te mando de mí de mi sobrina ahora te puedo mandar
WhatsApp_Ptt_2025-12-05_at_18.30.19_000|no man, pero pará, tenés una confusión.|no man, pero pará, tenés una confusión.
WhatsApp_Ptt_2025-12-05_at_18.30.19_001|y las salidas de las consolas|y las salidas de las consolas
WhatsApp_Ptt_2025-12-05_at_18.30.19_002|el super nintendo y sus 16 bits y qué sé yo, como una consola supuestamente tecnológica, era inferior al...|el super nintendo y sus 16 bits y qué sé yo, como una consola supuestamente tecnológica, era inferior al...
WhatsApp_Ptt_2025-12-05_at_18.30.19_003|sea génesis o al mega drive y de hecho en la época en la que existía|sea génesis o al mega drive y de hecho en la época en la que existía
WhatsApp_Ptt_2025-12-05_at_18.30.19_004|fuerte el trapo a la famicom. el caso del nintendo 64 es porque playstation sale en 1996|fuerte el trapo a la famicom. el caso del nintendo 64 es porque playstation sale en 1996
WhatsApp_Ptt_2025-12-05_at_18.30.19_005|y la nintendo 64 sale en 1999, entonces vos tenés ahí unos años bastante...|y la nintendo 64 sale en 1999, entonces vos tenés ahí unos años bastante...
WhatsApp_Ptt_2025-12-05_at_18.30.19_006|considerables como para|considerables como para
WhatsApp_Ptt_2025-12-05_at_18.30.19_007|en esa época y entonces el nintendo 64 es una consola que tiene bastante|en esa época y entonces el nintendo 64 es una consola que tiene bastante
WhatsApp_Ptt_2025-12-05_at_18.30.19_008|por el tema de la memoria, el espacio de memoria que tienen los cartuchos,|por el tema de la memoria, el espacio de memoria que tienen los cartuchos,
WhatsApp_Ptt_2025-12-05_at_18.30.19_009|de la música y el sonido, que es un midi muy extraño, comprimido, a diferencia de por ahí lo que pasaba en algunos juegos.|de la música y el sonido, que es un midi muy extraño, comprimido, a diferencia de por ahí lo que pasaba en algunos juegos.
WhatsApp_Ptt_2025-12-05_at_18.30.19_010|playstation que con el cd con el cd room tenían buena calidad de sonido ya|playstation que con el cd con el cd room tenían buena calidad de sonido ya
WhatsApp_Ptt_2025-12-05_at_18.30.19_011|tuvo problemas|tuvo problemas
WhatsApp_Ptt_2025-12-05_at_18.30.19_012|nintendo es|nintendo es
WhatsApp_Ptt_2025-12-05_at_18.30.19_013|la compañía|la compañía
WhatsApp_Ptt_2025-12-05_at_18.30.19_014|si empezás en mario 64, digamos, donde ahí sí se aprovecha casi toda la potencia del nintendo 64|si empezás en mario 64, digamos, donde ahí sí se aprovecha casi toda la potencia del nintendo 64
WhatsApp_Ptt_2025-12-05_at_18.30.19_015|plataformero con la calidad del mario 64 se debe mucho a eso se debe a|plataformero con la calidad del mario 64 se debe mucho a eso se debe a
WhatsApp_Ptt_2025-12-05_at_18.30.19_016|a los creativos que tiene y cómo manejan los sonidos, las imágenes.|a los creativos que tiene y cómo manejan los sonidos, las imágenes.
WhatsApp_Ptt_2025-12-05_at_18.30.19_017|hardware, o sea, lo exprimen|hardware, o sea, lo exprimen
WhatsApp_Ptt_2025-12-05_at_18.30.19_018|más que con la potencia y la capacidad gráfica|más que con la potencia y la capacidad gráfica
WhatsApp_Ptt_2025-12-05_at_18.30.19_019|generaciones y por debajo de hecho después con el gamecube otra vez un capricho el diseño de la consola los mini|generaciones y por debajo de hecho después con el gamecube otra vez un capricho el diseño de la consola los mini
WhatsApp_Ptt_2025-12-05_at_18.30.19_020|los mini dvds que también te limitan el espacio contra playstation 2 no playstation|los mini dvds que también te limitan el espacio contra playstation 2 no playstation
WhatsApp_Ptt_2025-12-05_at_18.30.19_021|2 sale en el 2001 ya playstation 2 tendría sido como temporalmente el competidor de nintendo 1999|2 sale en el 2001 ya playstation 2 tendría sido como temporalmente el competidor de nintendo 1999
WhatsApp_Ptt_2025-12-05_at_18.30.19_022|del nintendo 64|del nintendo 64
WhatsApp_Ptt_2025-12-05_at_18.30.19_023|pero su competidor directo contra el que tendría que haber sido|pero su competidor directo contra el que tendría que haber sido
WhatsApp_Ptt_2025-12-05_at_18.30.19_024|en el medio de la generación de playstation 3|en el medio de la generación de playstation 3
WhatsApp_Ptt_2025-12-05_at_18.30.19_025|que para el momento está bien, es razonable en cuanto a sus gráficos, pero el desarrollo del proceso es siempre...|que para el momento está bien, es razonable en cuanto a sus gráficos, pero el desarrollo del proceso es siempre...
WhatsApp_Ptt_2025-12-05_at_18.30.19_026|posterior, entonces claro, vos lo comparás|posterior, entonces claro, vos lo comparás
WhatsApp_Ptt_2025-12-05_at_18.30.19_027|salieron 3, 4 años más tarde, o sea, es espectacular siempre, así que en realidad me parece que lo que está señalando...|salieron 3, 4 años más tarde, o sea, es espectacular siempre, así que en realidad me parece que lo que está señalando...
WhatsApp_Ptt_2025-12-05_at_18.30.19_028|con eso, con la dirección y lo bien|con eso, con la dirección y lo bien
WhatsApp_Ptt_2025-12-05_at_18.30.19_029|ese sentido y lo que decís la primera vez que vi el celda el link el aliento de past|ese sentido y lo que decís la primera vez que vi el celda el link el aliento de past
WhatsApp_Ptt_2025-12-05_at_18.30.19_030|la 3 volvió a mí eso no me había jamás pero ves ahí otra vez sonido dirección iluminación música|la 3 volvió a mí eso no me había jamás pero ves ahí otra vez sonido dirección iluminación música
WhatsApp_Ptt_2025-12-05_at_18.30.19_031|es espectacular lo que hacen, sus creativos digamos, pero en términos técnicos nintendo siempre está por debajo de la...|es espectacular lo que hacen, sus creativos digamos, pero en términos técnicos nintendo siempre está por debajo de la...
WhatsApp_Ptt_2025-12-05_at_18.30.19_032|de las medias|de las medias
WhatsApp_Ptt_2025-12-05_at_18.30.19_033|tenés hoy todas estas otras, las de asus y las de steam, no me salen ahora las de la...|tenés hoy todas estas otras, las de asus y las de steam, no me salen ahora las de la...
WhatsApp_Ptt_2025-12-05_at_18.30.19_034|consolas de mano que son unos animales esas máquinas, boludo, eso es una locura.|consolas de mano que son unos animales esas máquinas, boludo, eso es una locura.
WhatsApp_Ptt_2025-12-05_at_18.30.19_035|nintendo aprovechó que venía vendiendo bien y le rendía la switch, pero esta switch 2 tendría que haber salido ya hace unos 3, 4 años.|nintendo aprovechó que venía vendiendo bien y le rendía la switch, pero esta switch 2 tendría que haber salido ya hace unos 3, 4 años.
WhatsApp_Ptt_2025-12-05_at_18.30.19_036|porque la verdad es que|porque la verdad es que
WhatsApp_Ptt_2025-12-05_at_18.30.19_037|no es una cuestión de gráficos, es una cuestión de experiencia para mí y de impacto, porque además gráficos siempre, y esta es la pelea de toda mi vida.|no es una cuestión de gráficos, es una cuestión de experiencia para mí y de impacto, porque además gráficos siempre, y esta es la pelea de toda mi vida.
WhatsApp_Ptt_2025-12-05_at_18.30.19_038|son los pc boys|son los pc boys
WhatsApp_Ptt_2025-12-05_at_20.37.29_000|otro punto que lo toca bastante mal pero que es un punto acertado|otro punto que lo toca bastante mal pero que es un punto acertado
WhatsApp_Ptt_2025-12-05_at_20.37.29_001|es que nosotros no somos un mercado en el mundo de videojuegos, en general|es que nosotros no somos un mercado en el mundo de videojuegos, en general
WhatsApp_Ptt_2025-12-05_at_20.37.29_002|los videoquests estaban muy reservados a gente que tenía mucho dinero y si no, con la piratería|los videoquests estaban muy reservados a gente que tenía mucho dinero y si no, con la piratería
WhatsApp_Ptt_2025-12-05_at_20.37.29_003|te salís del chart mundial|te salís del chart mundial
WhatsApp_Ptt_2025-12-05_at_20.37.29_004|que de paso|que de paso
WhatsApp_Ptt_2025-12-05_at_20.37.29_005|doblados completamente al español|doblados completamente al español
WhatsApp_Ptt_2025-12-05_at_20.37.29_006|todos los idiomas, el multi idioma empieza a aparecer en los 2000s|todos los idiomas, el multi idioma empieza a aparecer en los 2000s
WhatsApp_Ptt_2025-12-05_at_20.37.29_007|pasados, lejos, lejanos.|pasados, lejos, lejanos.
WhatsApp_Ptt_2025-12-05_at_20.37.29_008|y los videojuegos|y los videojuegos
WhatsApp_Ptt_2025-12-05_at_20.37.29_009|no tenía acceso a estudiar inglés|no tenía acceso a estudiar inglés
WhatsApp_Ptt_2025-12-05_at_20.37.29_010|entonces, para mí era todo una pilota de cosas.|entonces, para mí era todo una pilota de cosas.
WhatsApp_Ptt_2025-12-05_at_20.37.29_011|es casi europa, ¿no?|es casi europa, ¿no?
WhatsApp_Ptt_2025-12-05_at_20.37.29_012|ni son ni de méxico|ni son ni de méxico
WhatsApp_Ptt_2025-12-05_at_20.37.29_013|obviamente que europa no es un país, es un continente, pero fíjate que para que el sony haya establecido una división tuvo que considerar un continente.|obviamente que europa no es un país, es un continente, pero fíjate que para que el sony haya establecido una división tuvo que considerar un continente.
WhatsApp_Ptt_2025-12-05_at_20.37.29_014|de un país en particular. américa y japón son países que son los que más consumían videojuegos.|de un país en particular. américa y japón son países que son los que más consumían videojuegos.
WhatsApp_Ptt_2025-12-05_at_20.37.29_015|entonces, nosotros no somos ningún buen ejemplo para empezar.|entonces, nosotros no somos ningún buen ejemplo para empezar.
WhatsApp_Ptt_2025-12-05_at_20.37.29_016|en los estados unidos, si mal no recuerdo, el otro día, no parezco más, me corrigió eso, pero hubo toda una controversia porque cuando los...|en los estados unidos, si mal no recuerdo, el otro día, no parezco más, me corrigió eso, pero hubo toda una controversia porque cuando los...
WhatsApp_Ptt_2025-12-05_at_20.37.29_017|hombres que terminaban el metro y terminaban el metro y veían que era una mujer se sentían estafados, boludo.|hombres que terminaban el metro y terminaban el metro y veían que era una mujer se sentían estafados, boludo.
WhatsApp_Ptt_2025-12-05_at_20.37.29_018|de todas formas yo recuerdo que los que sí tenían un super nintendo en la época del super metroid|de todas formas yo recuerdo que los que sí tenían un super nintendo en la época del super metroid
WhatsApp_Ptt_2025-12-05_at_20.37.29_019|el super metroid era como el juego adulto|el super metroid era como el juego adulto
WhatsApp_Ptt_2025-12-05_at_20.37.29_020|el juego tiene como todo una introducción|el juego tiene como todo una introducción
WhatsApp_Ptt_2025-12-05_at_20.37.29_021|dirección de videojuegos son buenos creativos no en esa época no había otra cosa como el principio|dirección de videojuegos son buenos creativos no en esa época no había otra cosa como el principio
WhatsApp_Ptt_2025-12-05_at_20.37.29_022|principio del zelda a link to the past|principio del zelda a link to the past
WhatsApp_Ptt_2025-12-05_at_20.37.29_023|me acuerdo que hasta|me acuerdo que hasta
WhatsApp_Ptt_2025-12-05_at_20.37.29_024|el super metroid yo tenía|el super metroid yo tenía
WhatsApp_Ptt_2025-12-05_at_20.37.29_025|1990, 1991, una cosa así|1990, 1991, una cosa así
WhatsApp_Ptt_2025-12-05_at_20.37.29_026|42, 41 años, 20, 26, no, 42 años, le tengo que restar, bueno es un quilombo la cuenta, pero ponele que...|42, 41 años, 20, 26, no, 42 años, le tengo que restar, bueno es un quilombo la cuenta, pero ponele que...
WhatsApp_Ptt_2025-12-05_at_20.37.29_027|estaba ahí tipo entre los 10 años y algo así que un par de datos más|estaba ahí tipo entre los 10 años y algo así que un par de datos más
WhatsApp_Ptt_2025-12-05_at_20.40.40_000|bueno pero para para para pokemon yo jugué los originales el red y el blue y|bueno pero para para para pokemon yo jugué los originales el red y el blue y
WhatsApp_Ptt_2025-12-05_at_20.40.40_001|yo ya había jugado los primeros shin megami tense con la nintendo|yo ya había jugado los primeros shin megami tense con la nintendo
WhatsApp_Ptt_2025-12-05_at_20.40.40_002|nunca me pegó por el lado de amar a los personajes y esas cosas|nunca me pegó por el lado de amar a los personajes y esas cosas
WhatsApp_Ptt_2025-12-05_at_20.40.40_003|a mí como juego de los pokemones no me parecían tan buenos rpg, entiendo que si coleccionabas los vídeos|a mí como juego de los pokemones no me parecían tan buenos rpg, entiendo que si coleccionabas los vídeos
WhatsApp_Ptt_2025-12-05_at_20.40.40_004|y los querías intercambiar en su momento|y los querías intercambiar en su momento
WhatsApp_Ptt_2025-12-05_at_20.40.40_005|el pokémon por mi amigo fran|el pokémon por mi amigo fran
WhatsApp_Ptt_2025-12-05_at_20.40.40_006|radar. pero pará, justo estás hablando del pokémon, un pokémon es uno de esos casos|radar. pero pará, justo estás hablando del pokémon, un pokémon es uno de esos casos
WhatsApp_Ptt_2025-12-05_at_20.40.40_007|el juego es una verga|el juego es una verga
WhatsApp_Ptt_2025-12-05_at_20.40.40_008|que saben que venden y no les importa cómo te lo sacan el juego, van a vender igual|que saben que venden y no les importa cómo te lo sacan el juego, van a vender igual
WhatsApp_Ptt_2025-12-05_at_20.40.40_009|el fandom, son las criaturas boludo, de hecho lo que más gana pokémon no se sabía que son el merchandising, es como 10 veces más que lo que gana pokémon.|el fandom, son las criaturas boludo, de hecho lo que más gana pokémon no se sabía que son el merchandising, es como 10 veces más que lo que gana pokémon.
WhatsApp_Ptt_2025-12-05_at_20.40.40_010|que lo que hacen en el videojuego|que lo que hacen en el videojuego
WhatsApp_Ptt_2025-12-05_at_20.40.40_011|jugué dos pokemones, el red y el yellow, y el blue no, el red y el yellow que son lo mismo igual|jugué dos pokemones, el red y el yellow, y el blue no, el red y el yellow que son lo mismo igual
WhatsApp_Ptt_2025-12-05_at_20.40.40_012|más eso con eso fue todo bajo el pokemon el estadio con mis hermanos termine como|más eso con eso fue todo bajo el pokemon el estadio con mis hermanos termine como
WhatsApp_Ptt_2025-12-05_at_20.40.40_013|jugando un poco más pokémon por ellos, porque ellos eran los fanáticos de pokémon, a mí me parecían juegos muy chotos.|jugando un poco más pokémon por ellos, porque ellos eran los fanáticos de pokémon, a mí me parecían juegos muy chotos.
WhatsApp_Ptt_2025-12-05_at_20.40.40_014|¡figuer, vieja! final fantasy vi, o sea, vida está en otra.|¡figuer, vieja! final fantasy vi, o sea, vida está en otra.
WhatsApp_Ptt_2025-12-05_at_20.44.04_000|ahí también te corrijo leo no lo hizo mejor que los demás lo hizo mejor que|ahí también te corrijo leo no lo hizo mejor que los demás lo hizo mejor que
WhatsApp_Ptt_2025-12-05_at_20.44.04_001|no me acuerdo qué call of duty que estaba en playstation 2.|no me acuerdo qué call of duty que estaba en playstation 2.
WhatsApp_Ptt_2025-12-05_at_20.44.04_002|juego en primera persona en consola que te da placer jugarlo que estaba bien|juego en primera persona en consola que te da placer jugarlo que estaba bien
WhatsApp_Ptt_2025-12-05_at_20.44.04_003|porque no es que hacía las cosas mejor que los otros fps.|porque no es que hacía las cosas mejor que los otros fps.
WhatsApp_Ptt_2025-12-05_at_20.44.04_004|vuelvo a hablar, half-life 2, half-life 1, todo en esa misma época, halo, que son como los...|vuelvo a hablar, half-life 2, half-life 1, todo en esa misma época, halo, que son como los...
WhatsApp_Ptt_2025-12-05_at_20.44.04_005|que levantaron el guante del doom|que levantaron el guante del doom
WhatsApp_Ptt_2025-12-05_at_20.44.04_006|fps que|fps que
WhatsApp_Ptt_2025-12-05_at_20.44.04_007|del quake, que encima otra vez es como que es carmack, creo, no es romero, john carmack.|del quake, que encima otra vez es como que es carmack, creo, no es romero, john carmack.
WhatsApp_Ptt_2025-12-05_at_20.44.04_008|karmak, que es el que se separaron|karmak, que es el que se separaron
WhatsApp_Ptt_2025-12-05_at_20.44.04_009|de dar el paso adelante|de dar el paso adelante
WhatsApp_Ptt_2025-12-05_at_20.44.04_010|no me parece que inove, inovan eso, es un buen fps para consola, que era algo que venía fallando ferozmente para mi gusto|no me parece que inove, inovan eso, es un buen fps para consola, que era algo que venía fallando ferozmente para mi gusto
WhatsApp_Ptt_2025-12-05_at_20.44.04_011|y que es el primer fps que adapta al género de metroidvania muy bien, porque sentís que estás jugando un metroid en primera persona.|y que es el primer fps que adapta al género de metroidvania muy bien, porque sentís que estás jugando un metroid en primera persona.
WhatsApp_Ptt_2025-12-05_at_20.44.04_012|de hecho yo al principio puteaba porque yo quería más metroids en 2b, pero me lo arreglaron muy fácilmente.|de hecho yo al principio puteaba porque yo quería más metroids en 2b, pero me lo arreglaron muy fácilmente.
WhatsApp_Ptt_2025-12-05_at_20.44.04_013|ese año pues sacaron el fusion y yo el fusion lo jugué en mi game boy advance y lo conecté,|ese año pues sacaron el fusion y yo el fusion lo jugué en mi game boy advance y lo conecté,
WhatsApp_Ptt_2025-12-05_at_20.44.04_014|aquel traje, no me acuerdo qué poronga, había toda una movida ahí, las publicidades eran como que podían...|aquel traje, no me acuerdo qué poronga, había toda una movida ahí, las publicidades eran como que podían...
WhatsApp_Ptt_2025-12-05_at_20.44.04_015|hacer algo con el fusion, o por ahí me estoy equivocando con el segundo, pero fue un momento|hacer algo con el fusion, o por ahí me estoy equivocando con el segundo, pero fue un momento
WhatsApp_Ptt_2025-12-05_at_20.44.04_016|metro x, que me acuerdo que después de jugar ese remaster, no remaster, no, remake, ese espectáculo|metro x, que me acuerdo que después de jugar ese remaster, no remaster, no, remake, ese espectáculo
WhatsApp_Ptt_2025-12-05_at_20.44.04_017|yo siempre recomiendo ese. volví a jugar el juego original de cartucho. yo tengo el cartucho del metroid 1. cartucho americano.|yo siempre recomiendo ese. volví a jugar el juego original de cartucho. yo tengo el cartucho del metroid 1. cartucho americano.
WhatsApp_Ptt_2025-12-05_at_20.44.04_018|y dije, ok, este juego no me ofreció muy bien.|y dije, ok, este juego no me ofreció muy bien.
WhatsApp_Ptt_2025-12-05_at_20.44.04_019|los escenarios eran muy similares, así que nada, espectacular.|los escenarios eran muy similares, así que nada, espectacular.
WhatsApp_Ptt_2025-12-05_at_20.47.39_000|ay, lo último que decís, leo, olvídate. hoy el consumidor de videojuegos no somos nosotros, también.|ay, lo último que decís, leo, olvídate. hoy el consumidor de videojuegos no somos nosotros, también.
WhatsApp_Ptt_2025-12-05_at_20.47.39_001|te van a poder decir objetivamente si es un buen prime o un mal prime o x|te van a poder decir objetivamente si es un buen prime o un mal prime o x
WhatsApp_Ptt_2025-12-05_at_20.47.39_002|por eso está tan bipolarizada la opinión, creo yo.|por eso está tan bipolarizada la opinión, creo yo.
WhatsApp_Ptt_2025-12-05_at_20.47.39_003|roblox, juegan minecraft, juegan todos estos juegos online, el ark raiders, el helldivers, el lol.|roblox, juegan minecraft, juegan todos estos juegos online, el ark raiders, el helldivers, el lol.
WhatsApp_Ptt_2025-12-05_at_20.47.39_004|es otro|es otro
WhatsApp_Ptt_2025-12-05_at_20.47.39_005|pero otro comprador|pero otro comprador
WhatsApp_Ptt_2025-12-05_at_20.47.39_006|somos todos los old school gamers o a los actuales. y entre esos dos está todo tan dividido que nunca te vas a poner de acuerdo.|somos todos los old school gamers o a los actuales. y entre esos dos está todo tan dividido que nunca te vas a poner de acuerdo.
WhatsApp_Ptt_2025-12-05_at_20.47.39_007|porque, por ahí, ¿qué pasa con el expedition 33?|porque, por ahí, ¿qué pasa con el expedition 33?
WhatsApp_Ptt_2025-12-05_at_20.47.39_008|al fandom, entonces también los pibes jóvenes que lo consumen, pero es un juego que yo, o sea...|al fandom, entonces también los pibes jóvenes que lo consumen, pero es un juego que yo, o sea...
WhatsApp_Ptt_2025-12-05_at_20.47.39_009|es un juego que apela a mí directamente, pero hace tanto oleaje que se lleva puesto también a todos los pendejos.|es un juego que apela a mí directamente, pero hace tanto oleaje que se lleva puesto también a todos los pendejos.
WhatsApp_Ptt_2025-12-05_at_20.47.39_010|los pendejos funcionan más por el fear of missing out, ¿no?|los pendejos funcionan más por el fear of missing out, ¿no?
WhatsApp_Ptt_2025-12-05_at_20.47.39_011|no lo jugaría, un rpg|no lo jugaría, un rpg
WhatsApp_Ptt_2025-12-05_at_20.47.39_012|el género, porque les parecía que ya no servía para nadie, que estaba muy viejo, o sea, es una locura, boludo, así que nada.|el género, porque les parecía que ya no servía para nadie, que estaba muy viejo, o sea, es una locura, boludo, así que nada.
WhatsApp_Ptt_2025-12-05_at_20.47.39_013|eso también cambió. no somos un número tan grande nosotros.|eso también cambió. no somos un número tan grande nosotros.
WhatsApp_Ptt_2025-12-05_at_20.47.39_014|pero como emilio también, pero todo lo que te engrosa la fila,|pero como emilio también, pero todo lo que te engrosa la fila,
WhatsApp_Ptt_2025-12-05_at_20.47.39_015|que era una consola familiar para todo el mundo y los celulares|que era una consola familiar para todo el mundo y los celulares
WhatsApp_Ptt_2025-12-05_at_20.47.39_016|jugadores modernos que en su puta vida|jugadores modernos que en su puta vida
WhatsApp_Ptt_2025-12-05_at_20.47.39_017|yo soy una de esas personas que te puede|yo soy una de esas personas que te puede
WhatsApp_Ptt_2025-12-05_at_20.47.39_018|puedo decir que jugué y conozco el 70% de todo una librería de videojuegos.|puedo decir que jugué y conozco el 70% de todo una librería de videojuegos.
WhatsApp_Ptt_2025-12-05_at_20.47.39_019|incluso los juegos japoneses que nadie juega por ellos. todo ese bagaje, ¿quién carajo lo tiene?|incluso los juegos japoneses que nadie juega por ellos. todo ese bagaje, ¿quién carajo lo tiene?
WhatsApp_Ptt_2025-12-05_at_20.47.39_020|tenés que estar desde el principio.|tenés que estar desde el principio.
input_0_000|¿qué haces johnson? igual nada, tu mensaje, claro. yo estaba durmiendo a esa hora, así que lo veo ahora.|¿qué haces johnson? igual nada, tu mensaje, claro. yo estaba durmiendo a esa hora, así que lo veo ahora.
